"Front","Back","Tags"
"<b>Bij een puur reactieve belasting is cos φ:</b><br><br><b>A:</b> 0<br><b>B:</b> 1<br><b>C:</b> 0.5<br><b>D:</b> ∞<br>","<b>✅ CORRECT ANTWOORD: 0</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 6 - Arbeidsfactor<br>
<b>📖 Holmes:</b> Hoofdstuk 7 §7.8<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( \cos\varphi = \frac{P}{S} \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: 1</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: 0.5</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: ∞</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","topic::arbeidsfactor;type::begrip;prioriteit::examen-kritisch"
"<b>Blindvermogencompensatie doe je met:</b><br><br><b>A:</b> Condensator parallel<br><b>B:</b> Spoel parallel<br><b>C:</b> Weerstand serie<br><b>D:</b> Transformator<br>","<b>✅ CORRECT ANTWOORD: Condensator parallel</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Condensator parallel</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Spoel parallel</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Weerstand serie</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Transformator</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::vermogen;topic::vermogen;topic::compensatie;topic::condensator;topic::spoel;topic::transformator;type::begrip;prioriteit::examen-kritisch"
"<b>Na perfecte compensatie is cos φ:</b><br><br><b>A:</b> 1<br><b>B:</b> 0<br><b>C:</b> 0.5<br><b>D:</b> Onveranderd<br>","<b>✅ CORRECT ANTWOORD: 1</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 6 - Arbeidsfactor<br>
<b>📖 Holmes:</b> Hoofdstuk 7 §7.8<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( \cos\varphi = \frac{P}{S} \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: 0</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: 0.5</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: Onveranderd</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","topic::arbeidsfactor;topic::compensatie;type::begrip;prioriteit::examen-kritisch"
"<b>Bij een symmetrisch driefasesysteem is het faseverschil:</b><br><br><b>A:</b> 120°<br><b>B:</b> 90°<br><b>C:</b> 180°<br><b>D:</b> 60°<br>","<b>✅ CORRECT ANTWOORD: 120°</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>120°</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>90°</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>180°</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>60°</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::driefase;type::begrip;prioriteit::examen-kritisch"
"<b>De lijnspanning in Nederland is:</b><br><br><b>A:</b> 400 V<br><b>B:</b> 230 V<br><b>C:</b> 325 V<br><b>D:</b> 690 V<br>","<b>✅ CORRECT ANTWOORD: 400 V</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>400 V</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>230 V</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>325 V</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>690 V</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::begrip;prioriteit::hoog"
"<b>De fasespanning in Nederland is:</b><br><br><b>A:</b> 230 V<br><b>B:</b> 400 V<br><b>C:</b> 325 V<br><b>D:</b> 133 V<br>","<b>✅ CORRECT ANTWOORD: 230 V</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>230 V</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>400 V</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>325 V</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>133 V</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::begrip;prioriteit::hoog"
"<b>Bij serie-resonantie kan de spanning over L of C:</b><br><br><b>A:</b> Groter zijn dan bronspanning<br><b>B:</b> Kleiner zijn dan bronspanning<br><b>C:</b> Altijd gelijk aan bronspanning<br><b>D:</b> Nul zijn<br>","<b>✅ CORRECT ANTWOORD: Groter zijn dan bronspanning</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Groter zijn dan bronspanning</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Kleiner zijn dan bronspanning</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Altijd gelijk aan bronspanning</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Nul zijn</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::resonantie;topic::resonantie;type::begrip;prioriteit::hoog"
"<b>Bij hogere Q is de bandbreedte:</b><br><br><b>A:</b> Kleiner (selectiever)<br><b>B:</b> Groter (minder selectief)<br><b>C:</b> Gelijk<br><b>D:</b> Onbepaald<br>","<b>✅ CORRECT ANTWOORD: Kleiner (selectiever)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Kleiner (selectiever)</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Groter (minder selectief)</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Gelijk</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Onbepaald</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::begrip;prioriteit::hoog"
"<b>Serie RLC gebruik je als:</b><br><br><b>A:</b> Bandfilter (doorlaten f₀)<br><b>B:</b> Sperfilter (blokkeren f₀)<br><b>C:</b> Hoogdoorlaatfilter<br><b>D:</b> Laagdoorlaatfilter<br>","<b>✅ CORRECT ANTWOORD: Bandfilter (doorlaten f₀)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Bandfilter (doorlaten f₀)</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Sperfilter (blokkeren f₀)</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Hoogdoorlaatfilter</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Laagdoorlaatfilter</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::rlc-netwerken;type::begrip;prioriteit::hoog"
"<b>Parallel RLC gebruik je als:</b><br><br><b>A:</b> Sperfilter (blokkeren f₀)<br><b>B:</b> Bandfilter (doorlaten f₀)<br><b>C:</b> Hoogdoorlaatfilter<br><b>D:</b> Laagdoorlaatfilter<br>","<b>✅ CORRECT ANTWOORD: Sperfilter (blokkeren f₀)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Sperfilter (blokkeren f₀)</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Bandfilter (doorlaten f₀)</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Hoogdoorlaatfilter</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Laagdoorlaatfilter</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::rlc-netwerken;type::begrip;prioriteit::hoog"
"<b>Bij inductieve belasting (spoel) is φ:</b><br><br><b>A:</b> Positief (stroom ijlt achter)<br><b>B:</b> Negatief (stroom ijlt voor)<br><b>C:</b> Nul<br><b>D:</b> ±180°<br>","<b>✅ CORRECT ANTWOORD: Positief (stroom ijlt achter)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Positief (stroom ijlt achter)</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Negatief (stroom ijlt voor)</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Nul</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>±180°</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","topic::spoel;type::begrip;prioriteit::hoog"
"<b>Bij capacitieve belasting (condensator) is φ:</b><br><br><b>A:</b> Negatief (stroom ijlt voor)<br><b>B:</b> Positief (stroom ijlt achter)<br><b>C:</b> Nul<br><b>D:</b> ±180°<br>","<b>✅ CORRECT ANTWOORD: Negatief (stroom ijlt voor)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Negatief (stroom ijlt voor)</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Positief (stroom ijlt achter)</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Nul</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>±180°</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","topic::condensator;type::begrip;prioriteit::hoog"
"<b>Waarom gebruikt men hoogspanning voor transmissie?</b><br><br><b>A:</b> Lagere verliezen (I²R) bij lage stroom<br><b>B:</b> Hogere verliezen<br><b>C:</b> Goedkopere kabels<br><b>D:</b> Betere veiligheid<br>","<b>✅ CORRECT ANTWOORD: Lagere verliezen (I²R) bij lage stroom</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Lagere verliezen (I²R) bij lage stroom</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Hogere verliezen</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Goedkopere kabels</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Betere veiligheid</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::begrip;prioriteit::hoog"
"<b>Waarom kan spanning over condensator niet springen?</b><br><br><b>A:</b> Zou oneindige stroom vereisen<br><b>B:</b> Zou oneindige spanning vereisen<br><b>C:</b> Fysica staat het toe<br><b>D:</b> Is wel mogelijk<br>","<b>✅ CORRECT ANTWOORD: Zou oneindige stroom vereisen</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Zou oneindige stroom vereisen</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Zou oneindige spanning vereisen</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Fysica staat het toe</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Is wel mogelijk</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","topic::condensator;type::begrip;prioriteit::hoog"
"<b>Waarom kan stroom door spoel niet springen?</b><br><br><b>A:</b> Zou oneindige spanning vereisen<br><b>B:</b> Zou oneindige stroom vereisen<br><b>C:</b> Fysica staat het toe<br><b>D:</b> Is wel mogelijk<br>","<b>✅ CORRECT ANTWOORD: Zou oneindige spanning vereisen</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Zou oneindige spanning vereisen</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Zou oneindige stroom vereisen</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Fysica staat het toe</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Is wel mogelijk</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","topic::spoel;type::begrip;prioriteit::hoog"
"<b>Waarom wordt blindvermogen gecompenseerd met condensatoren?</b><br><br><b>A:</b> Condensatoren dissiperen geen vermogen<br><b>B:</b> Condensatoren zijn goedkoper<br><b>C:</b> Condensatoren zijn kleiner<br><b>D:</b> Condensatoren zijn veiliger<br>","<b>✅ CORRECT ANTWOORD: Condensatoren dissiperen geen vermogen</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Condensatoren dissiperen geen vermogen</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Condensatoren zijn goedkoper</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Condensatoren zijn kleiner</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Condensatoren zijn veiliger</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::vermogen;topic::vermogen;topic::condensator;type::begrip;prioriteit::examen-kritisch"
"<b>Bij transformator met kern is koppelfactor k:</b><br><br><b>A:</b> ≈ 1 (bijna perfect)<br><b>B:</b> ≈ 0.5<br><b>C:</b> ≈ 0<br><b>D:</b> Zeer variabel<br>","<b>✅ CORRECT ANTWOORD: ≈ 1 (bijna perfect)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>≈ 1 (bijna perfect)</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>≈ 0.5</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>≈ 0</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Zeer variabel</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::transformator;topic::transformator;type::begrip;prioriteit::hoog"
"<b>Hystereseverliezen in transformatorkern ontstaan door:</b><br><br><b>A:</b> Magnetisatie-omkering<br><b>B:</b> Stroomgeleiding<br><b>C:</b> Warmteontwikkeling<br><b>D:</b> Mechanische wrijving<br>","<b>✅ CORRECT ANTWOORD: Magnetisatie-omkering</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Magnetisatie-omkering</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Stroomgeleiding</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Warmteontwikkeling</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Mechanische wrijving</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::transformator;topic::ster-driehoek;topic::transformator;type::begrip;prioriteit::hoog"
"<b>Bij driefase motor bepaalt de fasevolgorde:</b><br><br><b>A:</b> Draairichting<br><b>B:</b> Toerental<br><b>C:</b> Vermogen<br><b>D:</b> Rendement<br>","<b>✅ CORRECT ANTWOORD: Draairichting</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Draairichting</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Toerental</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Vermogen</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Rendement</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::vermogen;topic::vermogen;type::begrip;prioriteit::examen-kritisch"
"<b>Effectieve waarde (RMS) geeft aan:</b><br><br><b>A:</b> Equivalent DC-waarde voor vermogen<br><b>B:</b> Gemiddelde waarde<br><b>C:</b> Topwaarde<br><b>D:</b> Minimale waarde<br>","<b>✅ CORRECT ANTWOORD: Equivalent DC-waarde voor vermogen</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 5 - Effectieve waarde<br>
<b>📖 Holmes:</b> Hoofdstuk 7 §7.2<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( U_{eff} = \frac{U_{top}}{\sqrt{2}} \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: Gemiddelde waarde</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: Topwaarde</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: Minimale waarde</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","domain::vermogen;topic::vermogen;type::begrip;prioriteit::examen-kritisch"
"<b>Skin-effect betekent:</b><br><br><b>A:</b> Stroom concentreert aan oppervlak<br><b>B:</b> Stroom verdeelt uniform<br><b>C:</b> Gelijkstroom fenomeen<br><b>D:</b> Alleen bij DC<br>","<b>✅ CORRECT ANTWOORD: Stroom concentreert aan oppervlak</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Stroom concentreert aan oppervlak</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Stroom verdeelt uniform</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Gelijkstroom fenomeen</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Alleen bij DC</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::begrip;prioriteit::hoog"
"<b>Bij een blokgolf is de effectieve waarde:</b><br><br><b>A:</b> Gelijk aan topwaarde<br><b>B:</b> Topwaarde / √2<br><b>C:</b> Topwaarde / √3<br><b>D:</b> Topwaarde / 2<br>","<b>✅ CORRECT ANTWOORD: Gelijk aan topwaarde</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 5 - Effectieve waarde<br>
<b>📖 Holmes:</b> Hoofdstuk 7 §7.2<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( U_{eff} = \frac{U_{top}}{\sqrt{2}} \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: Topwaarde / √2</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: Topwaarde / √3</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: Topwaarde / 2</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","type::begrip;prioriteit::hoog"
"<b>Als condensator C3 in serie met C2 doorslaat, wat gebeurt er?</b><br><br><b>A:</b> C3 wordt kortsluiting → vervangingscapaciteit neemt toe<br><b>B:</b> C3 wordt open → vervangingscapaciteit neemt af<br><b>C:</b> Geen verandering<br><b>D:</b> Alle condensatoren slaan door<br>","<b>✅ CORRECT ANTWOORD: C3 wordt kortsluiting → vervangingscapaciteit neemt toe</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>C3 wordt kortsluiting → vervangingscapaciteit neemt toe</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>C3 wordt open → vervangingscapaciteit neemt af</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Geen verandering</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Alle condensatoren slaan door</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","topic::condensator;type::begrip;prioriteit::hoog"
